,name,categories,type,unit,database,"REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM_replicated_2_2","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM_replicated_2_2","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM_replicated_2_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM_replicated_2_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  |
REM_replicated_2_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  |
REM_replicated_2_2","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM2_2","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM2_2","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM2_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM2_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM2_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM2_2","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM_unlinked_2_2","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM_unlinked_2_2","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM_unlinked_2_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM_unlinked_2_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  |
REM_unlinked_2_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  |
REM_unlinked_2_2"
904,Nickel,"('air', 'lower stratosphere + upper troposphere')",emission,kilogram,biosphere3,4.7962646458879746e-14,4.998184485814962e-14,5.2689924704066867e-14,1.5710741375464698e-16,1.626497463640696e-14,4.691283553271882e-14,4.7962646458879746e-14,4.998184485814962e-14,5.2689924704066867e-14,6.407277365746957e-16,1.626497463640696e-14,4.691283553271882e-14,4.7962646458879746e-14,4.998184485814962e-14,5.2689924704066867e-14,6.407277365746957e-16,1.626497463640696e-14,4.69128355327188e-14
905,Nickel,"('air',)",emission,kilogram,biosphere3,8.489223424339014e-08,8.972211325258122e-08,9.645623964236972e-08,3.8084181085060775e-05,3.812255795718585e-05,3.820482246537853e-05,8.489223424339014e-08,8.972211325258122e-08,9.645623964236972e-08,3.810823430901601e-05,3.8139930735397e-05,3.82259356995732e-05,8.489223424339014e-08,8.972211325258122e-08,9.645623964236972e-08,3.809086153080487e-05,3.812255795718585e-05,3.820482246537853e-05
906,Niobium-95,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,7.243059917198923e-11,7.550993960272335e-11,7.970940467354251e-11,5.4332056198989185e-12,3.6550132745347206e-11,8.958272849004708e-11,7.243059917198923e-11,7.550993960272335e-11,7.970940467354251e-11,1.6536948719350247e-11,3.6550132745347206e-11,8.958272849004775e-11,7.243059917198925e-11,7.550993960272335e-11,7.970940467354251e-11,1.6536948719350247e-11,3.6550132745347865e-11,8.958272849004838e-11
907,Nitrate,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,8.231774666860453e-08,8.589441739567239e-08,9.077927662870914e-08,6.331680775918259e-08,1.6851143861012426e-07,1.1161780656207055e-07,8.231774666860453e-08,8.589441739567239e-08,9.077927662870914e-08,7.220306948305157e-08,1.6851143861012426e-07,1.1161780656207055e-07,8.231774666860453e-08,8.589441739567239e-08,9.077927662870914e-08,7.220306948305157e-08,1.6851143861012423e-07,1.1161780656207055e-07
908,Nitrate,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,2.393312100224362e-07,2.497300482493837e-07,2.639323231556399e-07,1.840877438001021e-07,4.899313717571942e-07,3.2451841472056485e-07,2.393312100224362e-07,2.497300482493837e-07,2.639323231556399e-07,2.0992372439929107e-07,4.899313717571942e-07,3.2451841472056485e-07,2.393312100224362e-07,2.497300482493837e-07,2.639323231556399e-07,2.0992372439929107e-07,4.899313717571941e-07,3.2451841472056485e-07
909,Nitrogen oxides,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.07134586053195155,0.08884702619794131,0.11429196192942859,0.0035163402515997343,0.00941422292404452,0.08087182434265405,0.07134586053195155,0.08884702619794131,0.11429196192942859,0.0038545615414492425,0.00941422292404452,0.08087182434265405,0.07134586053195154,0.08884702619794131,0.11429196192942859,0.0038545615414492425,0.00941422292404452,0.08087182434265401
910,Nitrogen oxides,"('air', 'lower stratosphere + upper troposphere')",emission,kilogram,biosphere3,9.592367482286445e-09,9.996200350304387e-09,1.0537807183730914e-08,3.142095432704111e-11,3.2529400599799392e-09,9.38240884326391e-09,9.592367482286445e-09,9.996200350304387e-09,1.0537807183730914e-08,1.281433899154933e-10,3.2529400599799392e-09,9.38240884326391e-09,9.592367482286445e-09,9.996200350304387e-09,1.0537807183730914e-08,1.281433899154933e-10,3.252940059979939e-09,9.382408843263906e-09
911,Nitrogen oxides,"('air',)",emission,kilogram,biosphere3,0.012520347595016808,0.014501042321714772,0.017361128390667457,0.0009847023650043987,0.007905809758147307,0.020199251383337447,0.012520347595016808,0.014501042321714772,0.017361128390667457,0.006156508590859797,0.008380185620415016,0.020775763012889584,0.012520347595016808,0.014501042321714772,0.017361128390667457,0.005682132728592088,0.007905809758147307,0.020199251383337443
912,"NMVOC, non-methane volatile organic compounds, unspecified origin","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.008160515812638457,0.009687804432673553,0.011902952186559929,0.00021644545398914232,0.001399638159786869,0.009184738180894065,0.008160515812638457,0.009687804432673553,0.011902952186559929,0.00036731591956303363,0.001399638159786869,0.009184738180894065,0.008160515812638457,0.009687804432673551,0.011902952186559929,0.00036731591956303363,0.0013996381597868683,0.009184738180894061
913,"NMVOC, non-methane volatile organic compounds, unspecified origin","('air', 'lower stratosphere + upper troposphere')",emission,kilogram,biosphere3,4.5972644673722514e-10,4.790806520352072e-10,5.050378503603519e-10,1.5058894248655165e-12,1.5590130194538668e-10,4.4966391146944595e-10,4.5972644673722514e-10,4.790806520352072e-10,5.050378503603519e-10,6.141435745952758e-12,1.5590130194538668e-10,4.4966391146944595e-10,4.5972644673722514e-10,4.790806520352072e-10,5.050378503603519e-10,6.141435745952758e-12,1.5590130194538666e-10,4.496639114694457e-10
914,"NMVOC, non-methane volatile organic compounds, unspecified origin","('air',)",emission,kilogram,biosphere3,0.0017789375951692058,0.002112915208880033,0.0025966010897003015,0.00015737319214579319,0.0011590385911036513,0.0029413317608274598,0.0017789375951692058,0.002112915208880033,0.0025966010897003015,0.0009120124886117773,0.0011590385911036513,0.00294133176082746,0.0017789375951692056,0.002112915208880033,0.0025966010897003015,0.0009120124886117773,0.0011590385911036513,0.0029413317608274593
915,"Noble gases, radioactive, unspecified","('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,571.9841953917913,596.9261869387458,630.9947023612195,441.9959296994271,1178.6510408394379,679.4465268651986,571.9841953917913,596.9261869387458,630.9947023612195,503.66037686757045,1178.6510408394379,679.4465268651988,571.9841953917913,596.9261869387458,630.9947023612195,503.66037686757045,1178.6510408394379,679.4465268651992
916,Ozone,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.2645136072074508e-09,1.3165994617109791e-09,1.386281688255226e-09,2.308688118973286e-11,4.736850379827146e-10,1.2427382238525742e-09,1.2645136072074508e-09,1.3165994617109791e-09,1.386281688255226e-09,3.933127099662993e-11,4.736850379827148e-10,1.2427382238525742e-09,1.2645136072074486e-09,1.3165994617109803e-09,1.386281688255226e-09,3.933127099662993e-11,4.736850379827156e-10,1.242738223852573e-09
917,Ozone,"('air',)",emission,kilogram,biosphere3,2.3707822532302156e-05,2.471118131742493e-05,2.6080881867635415e-05,2.35457164924324e-05,5.935243495929682e-05,7.42292114155276e-05,2.3707822532302156e-05,2.471118131742493e-05,2.6080881867635415e-05,2.5950795551147393e-05,5.935243495929682e-05,7.422921141552762e-05,2.3707822532302156e-05,2.4711181317424926e-05,2.6080881867635415e-05,2.5950795551147393e-05,5.9352434959296835e-05,7.422921141552763e-05
918,"PAH, polycyclic aromatic hydrocarbons","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.0516259187085963e-07,1.1426610240180162e-07,1.2726770011989325e-07,5.4125313226761745e-08,1.4917482854988915e-07,1.2228581642947107e-07,1.0516259187085963e-07,1.1426610240180162e-07,1.2726770011989325e-07,6.006349169886644e-08,1.4917482854988915e-07,1.2228581642947107e-07,1.0516259187085957e-07,1.1426610240180159e-07,1.2726770011989325e-07,6.006349169886644e-08,1.4917482854988915e-07,1.22285816429471e-07
919,"PAH, polycyclic aromatic hydrocarbons","('air',)",emission,kilogram,biosphere3,5.670306773085068e-07,6.193362407417532e-07,6.935778748412748e-07,5.177367824460387e-08,4.443250380820238e-06,1.5987655083880378e-05,5.670306773085068e-07,6.193362407417532e-07,6.935778748412748e-07,6.511882751512048e-07,4.868118338157704e-06,1.650399948061716e-05,5.670306773085068e-07,6.193362407417532e-07,6.935778748412748e-07,2.2632031781373845e-07,4.443250380820238e-06,1.5987655083880375e-05
920,"Particulates, < 2.5 um","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.014456336989472686,0.018029075480033754,0.023223313747473617,0.0004998092121265949,0.0026630873901115166,0.017992497272905833,0.014456336989472686,0.018029075480033754,0.023223313747473617,0.001854284611330797,0.0026630873901115166,0.017992497272905833,0.014456336989472686,0.018029075480033747,0.023223313747473617,0.001854284611330797,0.002663087390111517,0.017992497272905823
921,"Particulates, < 2.5 um","('air', 'low population density, long-term')",emission,kilogram,biosphere3,2.225627959120437e-05,2.3223305375926858e-05,2.4544026569695633e-05,1.7118988747882517e-05,4.556049997387362e-05,3.017814758065019e-05,2.225627959120437e-05,2.3223305375926858e-05,2.4544026569695633e-05,1.952157057200068e-05,4.556049997387362e-05,3.017814758065019e-05,2.225627959120437e-05,2.3223305375926858e-05,2.4544026569695633e-05,1.952157057200068e-05,4.556049997387361e-05,3.017814758065019e-05
922,"Particulates, < 2.5 um","('air', 'lower stratosphere + upper troposphere')",emission,kilogram,biosphere3,2.6037119502345806e-11,2.713326648355697e-11,2.8603381332032024e-11,8.528774119436075e-14,8.829643990646878e-12,2.5467216652524996e-11,2.6037119502345806e-11,2.713326648355697e-11,2.8603381332032024e-11,3.478271072944309e-13,8.829643990646878e-12,2.5467216652524996e-11,2.6037119502345806e-11,2.713326648355697e-11,2.8603381332032024e-11,3.478271072944309e-13,8.829643990646876e-12,2.546721665252498e-11
923,"Particulates, < 2.5 um","('air',)",emission,kilogram,biosphere3,0.0003978490706178491,0.0004471961488518235,0.0005180702600066428,3.249145300791189e-05,0.00043088091023742577,0.001551319642398954,0.0003978490706178491,0.0004471961488518235,0.0005180702600066428,0.00017708412931350878,0.00043088091023742577,0.001551319642398954,0.0003978490706178491,0.0004471961488518236,0.0005180702600066428,0.00017708412931350878,0.00043088091023742577,0.0015513196423989537
924,"Particulates, > 10 um","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.057235167767158784,0.07154828014514221,0.09236032656745544,0.002246616271290179,0.0075246400976858585,0.07510467184784364,0.057235167767158784,0.07154828014514221,0.09236032656745544,0.002621998082162892,0.0075246400976858585,0.07510467184784365,0.057235167767158784,0.0715482801451422,0.09236032656745544,0.002621998082162892,0.0075246400976858585,0.07510467184784363
925,"Particulates, > 10 um","('air', 'low population density, long-term')",emission,kilogram,biosphere3,5.564069911901292e-05,5.805826359050726e-05,6.13600665885792e-05,4.2797471910317576e-05,0.00011390125014956014,7.544536921104645e-05,5.564069911901292e-05,5.805826359050726e-05,6.13600665885792e-05,4.880392657590939e-05,0.00011390125014956014,7.544536921104645e-05,5.564069911901292e-05,5.805826359050726e-05,6.13600665885792e-05,4.880392657590939e-05,0.00011390125014956012,7.544536921104645e-05
926,"Particulates, > 10 um","('air',)",emission,kilogram,biosphere3,0.0004006236514414601,0.00041666300578546516,0.00043859455966939047,8.34444024702017e-06,8.987289757924125e-05,0.0004681867826092472,0.0004006236514414601,0.00041666300578546516,0.00043859455966939047,2.0049662943367236e-05,8.987289757924125e-05,0.0004681867826092472,0.00040062365144146015,0.0004166630057854652,0.00043859455966939047,2.0049662943367236e-05,8.987289757924122e-05,0.00046818678260924655
927,"Particulates, > 2.5 um, and < 10um","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.049644682973826855,0.06248097772897415,0.08115313211128271,0.0002334403433338966,0.003143909569808268,0.05929210907198418,0.049644682973826855,0.06248097772897415,0.08115313211128271,0.0014273054730490529,0.003143909569808268,0.05929210907198418,0.049644682973826855,0.06248097772897414,0.08115313211128271,0.0014273054730490529,0.003143909569808268,0.05929210907198415
928,"Particulates, > 2.5 um, and < 10um","('air', 'low population density, long-term')",emission,kilogram,biosphere3,3.338441933820071e-05,3.483495801227612e-05,3.681603979872961e-05,2.567848310305538e-05,6.834074986604899e-05,4.5267221268400404e-05,3.338441933820071e-05,3.483495801227612e-05,3.681603979872961e-05,2.928235579142941e-05,6.834074986604899e-05,4.5267221268400404e-05,3.338441933820071e-05,3.483495801227612e-05,3.681603979872961e-05,2.928235579142941e-05,6.834074986604896e-05,4.5267221268400404e-05
929,"Particulates, > 2.5 um, and < 10um","('air',)",emission,kilogram,biosphere3,0.00020958335246518706,0.00021925369850666316,0.00023259605315752093,5.338341370462108e-06,8.788931677910474e-05,0.000463447871176463,0.00020958335246518706,0.00021925369850666316,0.00023259605315752093,0.0002016823868896128,0.00027331896922923543,0.0006888015613711421,0.00020958335246518706,0.00021925369850666322,0.0002325960531575209,1.6252734439482137e-05,8.788931677910468e-05,0.00046344787117646134
930,Pentane,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,2.0625794316358172e-06,2.1532176757617785e-06,2.2770825288972268e-06,2.5399221974815602e-06,6.296304308216005e-06,2.4915206144738165e-06,2.0625794316358172e-06,2.1532176757617785e-06,2.2770825288972268e-06,2.757729937570945e-06,6.296304308216005e-06,2.4915206144738165e-06,2.0625794316358172e-06,2.1532176757617785e-06,2.2770825288972268e-06,2.757729937570945e-06,6.296304308216005e-06,2.4915206144738165e-06
931,Pentane,"('air',)",emission,kilogram,biosphere3,1.0462422078081085e-08,1.0899526017040122e-08,1.1490934680184661e-08,9.468510162977088e-11,1.6811564911608341e-09,4.710962961596584e-08,1.0462422078081085e-08,1.0899526017040122e-08,1.1490934680184661e-08,3.1160959959420096e-10,1.6811564911608341e-09,4.710962961596584e-08,1.0462422078081082e-08,1.089952601704012e-08,1.1490934680184661e-08,3.1160959959420096e-10,1.6811564911608281e-09,4.710962961596563e-08
932,Phenol,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,2.2244806682726236e-07,2.334617218046589e-07,2.4849436907382235e-07,7.901939205084286e-09,9.239460793109353e-08,2.649258378882175e-07,2.2244806682726236e-07,2.334617218046589e-07,2.4849436907382235e-07,3.6638666457645265e-08,9.239460793109353e-08,2.649258378882175e-07,2.2244806682726257e-07,2.3346172180465859e-07,2.4849436907382246e-07,3.6638666457645265e-08,9.239460793109353e-08,2.6492583788821724e-07
933,Phenol,"('air',)",emission,kilogram,biosphere3,1.0579075493928455e-08,1.1034696277408637e-08,1.1646831182517284e-08,3.559074215137808e-10,6.385332308580775e-09,1.3208255337007363e-08,1.0579075493928455e-08,1.1034696277408637e-08,1.1646831182517284e-08,2.879954601581378e-09,6.385332308580775e-09,1.3208255337007363e-08,1.0579075493928455e-08,1.1034696277408637e-08,1.1646831182517284e-08,2.879954601581378e-09,6.385332308580775e-09,1.320825533700736e-08
934,"Phenol, pentachloro-","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.5776196376183066e-08,1.6460253749847627e-08,1.739420124419449e-08,1.7460789039217773e-08,4.601444205277692e-08,2.145178275810019e-08,1.5776196376183066e-08,1.6460253749847627e-08,1.739420124419449e-08,1.9096708687034722e-08,4.601444205277692e-08,2.145178275810019e-08,1.5776196376183066e-08,1.6460253749847627e-08,1.739420124419449e-08,1.9096708687034722e-08,4.601444205277692e-08,2.1451782758100188e-08
935,Phosphorus,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,6.739274617684269e-09,7.0914533066561315e-09,7.57961840400999e-09,2.477526545489464e-09,7.777726981483422e-09,9.021088341171317e-09,6.739274617684269e-09,7.0914533066561315e-09,7.57961840400999e-09,3.0007840837312683e-09,7.777726981483422e-09,9.021088341171319e-09,6.739274617684269e-09,7.091453306656131e-09,7.57961840400999e-09,3.0007840837312683e-09,7.77772698148342e-09,9.021088341171315e-09
936,Phosphorus,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,4.6875380662756876e-08,4.891209581138703e-08,5.16937515904753e-08,3.605540226619807e-08,9.595789673895641e-08,6.356013592451713e-08,4.6875380662756876e-08,4.891209581138703e-08,5.16937515904753e-08,4.1115634263802824e-08,9.595789673895641e-08,6.356013592451713e-08,4.6875380662756876e-08,4.891209581138703e-08,5.16937515904753e-08,4.1115634263802824e-08,9.59578967389564e-08,6.356013592451713e-08
937,Phosphorus,"('air',)",emission,kilogram,biosphere3,3.8250687166834665e-10,4.163123458870431e-10,4.641639052006235e-10,3.279803675800279e-11,2.407074783251217e-10,5.364954911885607e-10,3.8250687166834665e-10,4.163123458870431e-10,4.641639052006235e-10,1.2957608236370096e-10,2.407074783251217e-10,5.364954911885608e-10,3.8250687166834665e-10,4.1631234588704304e-10,4.641639052006235e-10,1.2957608236370096e-10,2.407074783251217e-10,5.364954911885605e-10
938,Platinum,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,8.175368306245382e-13,8.529573960570254e-13,9.013157043835953e-13,4.2304660678650045e-14,4.1622556458021485e-13,9.363376897003076e-13,8.175368306245382e-13,8.529573960570254e-13,9.013157043835953e-13,1.28603537653299e-13,4.1622556458021485e-13,9.363376897003082e-13,8.175368306245382e-13,8.529573960570255e-13,9.013157043835953e-13,1.28603537653299e-13,4.1622556458021485e-13,9.363376897003082e-13
939,Plutonium-238,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,8.119456800085101e-12,8.473517425554385e-12,8.957132425182403e-12,6.272353105599975e-12,1.672729347271086e-11,9.640330452259347e-12,8.119456800085101e-12,8.473517425554385e-12,8.957132425182403e-12,7.147732163954527e-12,1.672729347271086e-11,9.64033045225935e-12,8.119456800085101e-12,8.473517425554385e-12,8.957132425182403e-12,7.147732163954527e-12,1.6727293472710864e-11,9.640330452259355e-12
940,Plutonium-alpha,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,1.8612822450097976e-11,1.9424461420659178e-11,2.053308732315446e-11,1.4378572062163204e-11,3.834519366445855e-11,2.2099231936485017e-11,1.8612822450097976e-11,1.9424461420659178e-11,2.053308732315446e-11,1.638526725628453e-11,3.834519366445855e-11,2.2099231936485026e-11,1.8612822450097976e-11,1.9424461420659178e-11,2.053308732315446e-11,1.638526725628453e-11,3.834519366445856e-11,2.209923193648503e-11
941,Polonium-210,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,0.0005519681543405446,0.0005762125835405284,0.0006093449087010149,0.0007329677766072758,0.0017979504520923598,0.0006855262777415655,0.0005519681543405446,0.0005762125835405284,0.0006093449087010149,0.0007920251178634785,0.0017979504520923598,0.0006855262777415655,0.0005519681543405446,0.0005762125835405284,0.0006093449087010149,0.0007920251178634785,0.0017979504520923598,0.0006855262777415654
942,Polonium-210,"('air',)",emission,kilo Becquerel,biosphere3,9.560065141688376e-06,9.921354515820712e-06,1.0409094508751099e-05,5.88432924076253e-13,1.5763834039377555e-12,6.45192911371727e-05,9.560065141688376e-06,9.921354515820712e-06,1.0409094508751099e-05,6.682950349789491e-13,1.5763834039377555e-12,6.45192911371727e-05,9.560065141688376e-06,9.92135451582071e-06,1.0409094508751099e-05,6.682950349789491e-13,1.5763834039377555e-12,6.45192911371727e-05
943,Polychlorinated biphenyls,"('air',)",emission,kilogram,biosphere3,1.7636987043292898e-09,1.865039131188718e-09,2.006442041367549e-09,9.107607786866014e-11,6.442738949767999e-10,2.1469874891065383e-09,1.7636987043292898e-09,1.865039131188718e-09,2.006442041367549e-09,5.962618550889796e-09,6.423198178184782e-09,9.17014638181276e-09,1.7636987043292898e-09,1.8650391311887177e-09,2.0064420413675487e-09,1.8369426768181342e-10,6.442738949768001e-10,2.146987489106538e-09
