,name,categories,type,unit,database,"Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM2_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM2_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM2_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_1","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_1","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_1","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_3","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_3","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_3","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_4","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_4","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_4","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_5","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_5","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_5","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_6","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_6","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_6","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM2_2","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM2_2","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM2_2","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM3_6","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM3_6","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM3_6","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM3_5","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM3_5","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM3_5"
1642,Sulfate,"('water',)",emission,kilogram,biosphere3,2.174140363286434e-08,6.738086769076655e-08,1.7539226819569003e-07,4.7698852447669225e-05,6.5314088037868e-05,0.00010834730311464745,4.1108618943026416e-05,5.703453606232561e-05,0.00011383550429960628,4.065534264366833e-05,5.681119599978963e-05,0.00011356795670359486,4.193855122914491e-05,6.47288466053371e-05,0.00013119824426788916,4.285860021371351e-05,6.692508085141875e-05,0.0001368558708966404,6.917380391301504e-05,0.0002191705849236505,0.0007160952656891919,1.5417243673392102e-07,1.6921256633360793e-07,1.9073199822856634e-07,0.0006135415119049505,0.0006795226139766999,0.0007742516997715575,7.392739246855722e-05,7.844461652511156e-05,8.462479397474078e-05
1643,Sulfide,"('water', 'ocean')",emission,kilogram,biosphere3,1.7058003974062476e-08,7.022107196468227e-08,1.8626283402487493e-07,7.56407527171602e-09,4.943851711283218e-08,1.7444105619671706e-07,6.605188170013562e-09,4.781029903470759e-08,1.712742465070481e-07,6.392014694761227e-09,4.6542382622907967e-08,1.689647944529937e-07,4.734960995760228e-09,4.162694839587066e-08,1.6183655666032936e-07,7.087566873820341e-09,4.665942654839636e-08,1.6346132395654495e-07,2.805784609377031e-09,6.304814682197405e-09,2.3995856104314107e-09,1.7331650856478826e-07,1.9041604736020535e-07,2.150022849823851e-07,1.6782999024434471e-09,1.745074885811612e-09,1.8351680185399911e-09,1.5703054696533673e-07,1.7391567462382443e-07,1.9827954313065725e-07
1644,Sulfide,"('water', 'surface water')",emission,kilogram,biosphere3,6.062179945133932e-08,2.7865717356374256e-07,1.0124755717518335e-06,9.557014158822645e-08,3.4752955067355615e-07,1.7026746175161566e-06,4.678209150678583e-08,2.3948320885284747e-07,9.810473025900523e-07,5.425618467781089e-08,2.5688725242918445e-07,8.972362531758245e-07,3.514842934929076e-08,2.1580557291052797e-07,1.0708506322605815e-06,3.140890328503461e-08,2.0675569274333247e-07,1.0640559623158017e-06,3.667325379713137e-08,1.9060255457011286e-07,1.1970790253917866e-06,8.182821268209529e-07,8.558047631984939e-07,9.073346064661645e-07,1.2379940562833855e-06,1.2924168601156825e-06,1.366529252995201e-06,1.095525242231503e-06,1.14856060642048e-06,1.2215632052051439e-06
1645,Sulfide,"('water',)",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.599166337895508e-09,1.3545245992507308e-08,5.384936074628174e-08,0.0,0.0,0.0,5.121564816522951e-08,5.6957155114160836e-08,6.525377361935103e-08,0.0,0.0,0.0
1646,Sulfite,"('water', 'surface water')",emission,kilogram,biosphere3,2.5195155741172926e-06,6.053991406639088e-06,1.1857239961367828e-05,3.2887147088667984e-06,7.3782995350627396e-06,6.100083297457789e-06,2.0356969301997676e-06,4.603757369075782e-06,4.625069528188742e-06,2.410698935418534e-06,5.488240163707002e-06,5.464420986810963e-06,2.019560588953522e-06,4.656297401937217e-06,4.667627104450562e-06,1.5396466895794573e-06,3.5877553749161977e-06,4.5939084088379775e-06,1.0613119396216941e-06,2.4309204863379537e-06,4.317095693673975e-06,4.1618845990242485e-06,4.3383267567181904e-06,4.5791970965343895e-06,1.9897929742477865e-06,2.0791565306554028e-06,2.1996436668298855e-06,2.248188995643509e-06,2.3530036841783995e-06,2.4954387260996106e-06
1647,Sulfite,"('water',)",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.493499709131608e-14,1.4601497135119168e-13,3.1030392195588214e-13,0.0,0.0,0.0,2.338093272432454e-13,2.4533234472273665e-13,2.609409936531604e-13,0.0,0.0,0.0
1648,Sulfur,"('water', 'ground-')",emission,kilogram,biosphere3,0.0,0.0,0.0,1.2845048369561423e-07,6.19841138104957e-07,1.4794984483078874e-06,1.1179454076006377e-07,5.956256290316171e-07,1.42005403963092e-06,9.568933662544154e-08,4.232878578429631e-07,1.0034747907638901e-06,1.0061757889479287e-07,4.2421804095909684e-07,9.906948982918783e-07,9.830610342037214e-08,3.964891447901154e-07,9.505633505119346e-07,1.2099359003630836e-07,4.298685939791065e-07,9.83116141942762e-07,0.0,0.0,0.0,8.586983217268977e-07,8.966453444590026e-07,9.483203785490275e-07,8.440628825797273e-07,8.814013117769732e-07,9.322894448267755e-07
1649,Sulfur,"('water', 'ocean')",emission,kilogram,biosphere3,6.348875509536234e-07,1.5452354851767484e-06,1.0980275024038932e-06,7.016227268993145e-07,1.5387491134252876e-06,2.456191175294855e-07,3.7288720651513556e-07,8.273604447973385e-07,2.097558827843364e-07,3.8049546498684104e-07,8.455912184870353e-07,2.115736917422887e-07,2.5334997873574203e-07,5.623539812319378e-07,1.2668711686562447e-07,1.8079855691450567e-07,4.0607001404799414e-07,1.234783946686233e-07,2.830465493248291e-07,6.259279194619209e-07,1.2876223911513342e-07,9.8047694839835e-07,1.088502529316266e-06,1.244428683288848e-06,1.1139046119842873e-07,1.20185998817e-07,1.326737824414445e-07,1.120185429067135e-07,1.2114040802793783e-07,1.3410666461860695e-07
1650,Sulfur,"('water', 'surface water')",emission,kilogram,biosphere3,1.704259480063814e-06,1.044157279492521e-05,5.42204051073223e-05,1.4487874826720244e-06,9.04788591646753e-06,4.827033816612059e-05,1.1471585524470627e-06,8.935823343001448e-06,4.822665478145741e-05,1.1997797897266185e-06,8.889599761113045e-06,5.0419489654131464e-05,1.0464497074700644e-06,8.139886641072886e-06,4.795001875547817e-05,1.2086956948273522e-06,9.890559119855402e-06,5.3015954806465906e-05,1.2261958931107248e-06,9.192106756051217e-06,5.228325044660368e-05,5.200834531124317e-05,5.671662277046157e-05,6.345530265237661e-05,5.1994842888428986e-05,5.6149217275141876e-05,6.204975529291765e-05,5.2924395090793256e-05,5.720743664468061e-05,6.329896106525433e-05
1651,Sulfur,"('water',)",emission,kilogram,biosphere3,6.579058012592674e-11,3.5494524525388904e-10,9.289115763708521e-10,2.035834226583197e-07,3.9298517220666745e-07,8.887673419828583e-07,1.425041511103472e-07,2.666755787623533e-07,6.448449572940711e-07,1.200921368726899e-07,2.4547500148024955e-07,6.231681108453597e-07,1.2683961475318277e-07,4.4363623683581397e-07,1.3654566666717476e-06,1.1844608158516852e-07,4.2495293936881125e-07,1.3674149456554105e-06,1.61412032283763e-07,4.83037138921006e-07,1.4210474447953105e-06,8.728034347880998e-10,9.145949657070833e-10,9.712919695619282e-10,1.0101462252205315e-06,1.136524261173873e-06,1.2990459792434244e-06,1.0189080968361569e-06,1.143825301606508e-06,1.3045081899503849e-06
1652,"Suspended solids, unspecified","('water', 'ocean')",emission,kilogram,biosphere3,0.0011080467162302365,0.0028892684896441234,0.003322462329743578,0.0011806279117580667,0.0027645191283371573,0.0014776329597985052,0.0006505714663125354,0.0016172820214072623,0.0014077190746405593,0.0006633555159389169,0.0016494100232478232,0.0014065036528575251,0.0007758098316278053,0.0018835467489214397,0.0013996419575750905,0.000569546148671922,0.0014384071851901905,0.001396009667063803,0.0008633348452502285,0.0020510308777780322,0.0013391730339932083,0.0030018537685071313,0.0033174805199047714,0.0037714955534694115,0.0012458875434001322,0.001357790512866378,0.0015176255248600817,0.0013238763361957864,0.001443772042815312,0.0016150718762555443
1653,"Suspended solids, unspecified","('water', 'surface water')",emission,kilogram,biosphere3,5.102431914471301e-05,0.004362907386817607,0.0055146935389608935,3.789920066887778e-05,0.004373323842215041,0.005644556531076267,3.339120879024796e-05,0.004323460221704057,0.005539906853730186,3.399656671007713e-05,0.004323723515449283,0.0055386520741297785,2.3555511551951373e-05,0.00431509309644514,0.005579218222805184,3.506262372610348e-05,0.004346553124320631,0.005604660126044337,3.532467773848188e-05,0.0043233487591679155,0.005558953707533564,0.005219330245018253,0.005363331993886344,0.0055588544580150116,0.005348685019051693,0.0054962151966375765,0.00569663552346753,0.005376256910342089,0.005526425004563727,0.005730576519286725
1654,"Suspended solids, unspecified","('water',)",emission,kilogram,biosphere3,3.29788328447865e-06,1.0375308750553515e-05,3.0756735085859216e-05,0.00024645463112287695,0.000553948702437006,0.009738263617288136,0.00039153266553497196,0.0009100375618480718,0.02059931114337482,0.0007271817346177895,0.0016574549945972906,0.022561461543513545,9.845981740662232e-05,0.000244706525442921,0.03666661066901289,8.257561646880328e-05,0.0002054835795442452,0.036220673470106136,7.346773690345017e-05,0.0001838928111655373,0.028358682754633317,2.4445144952115856e-05,2.628652993494696e-05,2.8850156715819538e-05,0.030237544408118017,0.031525008006027026,0.033263644048747834,0.038639704161345795,0.04028212803510212,0.04249973745309248
1655,t-Butyl methyl ether,"('water', 'ocean')",emission,kilogram,biosphere3,2.0367970440757496e-08,1.4459742403910506e-07,5.544373876726095e-07,4.640751616290213e-10,4.05129380986319e-09,1.4055269890113244e-08,3.989239056187489e-10,3.81735855323475e-09,1.3452713911043617e-08,3.89338808808403e-10,2.699291697004519e-09,9.002213631931179e-09,4.275069908045554e-10,1.8266519487845308e-09,5.124711992007658e-09,4.117811985215816e-10,2.637995116002418e-09,8.477287217611343e-09,0.0,0.0,0.0,5.184560366009857e-07,5.709230302740056e-07,6.464243675482475e-07,0.0,0.0,0.0,8.232153843324923e-09,8.598403850225945e-09,9.096097382807923e-09
1656,t-Butyl methyl ether,"('water', 'surface water')",emission,kilogram,biosphere3,2.0896084439858498e-11,6.258181768933426e-11,1.1645960265647697e-10,2.673401787862166e-10,2.3266302423467677e-09,8.066115950354295e-09,2.2982082754490963e-10,2.1922153640997173e-09,7.720167170000304e-09,2.2407034969053828e-10,1.5502222181561545e-09,5.1663035671053305e-09,2.4571975475749065e-10,1.0484966479416835e-09,2.939258417913307e-09,2.3681533128373235e-10,1.5138548558243952e-09,4.862325015787834e-09,4.1597399194562284e-12,9.44694098549682e-12,5.2600416457497304e-11,5.078182333096173e-11,5.3073251121023186e-11,5.6183770016254615e-11,4.9359242829432334e-11,5.228094077376998e-11,5.630712077877427e-11,4.721102273927664e-09,4.93120015999784e-09,5.216707517083496e-09
1657,t-Butyl methyl ether,"('water',)",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.396665286690904e-10,5.4180984208815914e-09,2.1539744140775226e-08,0.0,0.0,0.0,2.0486259174371664e-08,2.2782861904946305e-08,2.6101509235701946e-08,0.0,0.0,0.0
1658,t-Butylamine,"('water', 'surface water')",emission,kilogram,biosphere3,6.677786324715253e-13,7.789807433847106e-12,2.1207460492703095e-10,3.047182704005236e-11,8.412538162021631e-11,1.0170611652245023e-09,1.8996278755358474e-11,5.851546572573429e-11,6.251910990486238e-10,2.332839092727434e-11,6.824692947774929e-11,5.347683295341966e-10,6.1660739332369224e-12,2.7093839630327896e-11,7.942300120223598e-10,2.6063534108638174e-12,1.5125969731872197e-11,7.72027361809319e-10,1.7514758612534252e-11,3.3598897086511785e-11,7.725370147432252e-10,2.1690606336930534e-10,2.2625464457466555e-10,2.3889319524027385e-10,7.884395089642322e-10,8.257661724949221e-10,8.766379357560648e-10,8.097558801683003e-10,8.443989949742576e-10,8.912026604680228e-10
1659,Technetium-99m,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,3.8569210864692886e-07,8.540079963181064e-07,2.092560222348187e-06,3.1055212992786527e-06,7.395139995238485e-06,6.551903442834594e-06,3.226336137194845e-05,7.046108154037408e-05,8.548309991693729e-06,3.2224098484586224e-05,7.032308683212874e-05,8.255000433687323e-06,6.830271997109791e-07,2.103999593650925e-06,5.1054527881381866e-06,3.461172105266658e-05,7.559046398101371e-05,8.905201003619777e-06,4.051021440996793e-05,8.810872560244624e-05,9.11782534350131e-06,1.692598033373086e-06,1.7645655288277474e-06,1.8627121633405e-06,5.5487784256657324e-06,5.775930341188531e-06,6.083065954258122e-06,5.774110480491854e-06,6.0231221918642545e-06,6.362243971638139e-06
1660,Tellurium-123m,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,2.3061241205413414e-06,5.244973193349197e-06,2.096919328441491e-06,1.3932716959048974e-06,3.175658439658665e-06,1.1917927354532706e-06,4.219094045053701e-07,1.0792600259857277e-06,1.3653026596126478e-06,4.1617221380160025e-07,1.051920088633109e-06,1.3057220618248232e-06,5.062650966296602e-07,1.293978343315985e-06,1.541897101140028e-06,6.011862529482438e-07,1.4700921908264422e-06,1.3777599754879796e-06,5.736751348000349e-07,1.3762881722795714e-06,1.2940313349866733e-06,1.7260638113559122e-06,1.8017173229969074e-06,1.9050886902911727e-06,8.4656604946191e-07,8.796012419519679e-07,9.241753698440463e-07,9.417435239483344e-07,9.80157688385804e-07,1.0323692325837976e-06
1661,Tellurium-132,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,9.686644911706024e-10,2.140952142609972e-09,5.247377244209966e-09,6.402508326765897e-08,1.4234141011301621e-07,3.8077856088103794e-08,1.4514970925677165e-08,3.5554953472007956e-08,4.869213837966933e-08,1.4377037384871155e-08,3.4967189830795804e-08,4.729353516309684e-08,4.774021813196371e-09,1.5502854644304042e-08,5.289509017097689e-08,1.591816684245152e-08,3.896401989935773e-08,5.0647734073451725e-08,1.8058665932686112e-08,4.2498306291720376e-08,4.948742605030354e-08,4.2426780756416745e-09,4.423052810571269e-09,4.6690397080913084e-09,2.6389024189712074e-08,2.7465739821889428e-08,2.891928705198388e-08,2.82722756608487e-08,2.9469353986782495e-08,3.109679940323342e-08
1662,Thallium,"('water', 'ground-')",emission,kilogram,biosphere3,7.985255394018958e-09,9.130463920539357e-09,1.0183167926105353e-08,9.592700140856205e-09,1.0848722188845396e-08,1.2201894141007758e-08,8.4021839009422e-09,9.617318367123951e-09,1.0834190032105817e-08,8.4415771847869e-09,9.709206901192866e-09,1.101724502222434e-08,8.462905968113192e-09,9.822449680937971e-09,1.1215332701418673e-08,8.493226180842677e-09,9.870743619112174e-09,1.130263151877354e-08,6.474181622506583e-09,8.167585074576254e-09,1.1022018637853105e-08,2.0972089992045626e-09,2.1907838597027584e-09,2.317571163290026e-09,4.159066803359854e-09,4.369554934919012e-09,4.65588151995482e-09,2.6493338002698197e-09,2.774305405198427e-09,2.9438197117449003e-09
1663,Thallium,"('water', 'ground-, long-term')",emission,kilogram,biosphere3,4.8113991755726445e-06,5.534211634437199e-06,7.096507277341285e-06,5.795338803032165e-06,6.5996995662106605e-06,7.5535070097940156e-06,5.321067163734835e-06,6.3775617149671324e-06,8.083618412531907e-06,5.345394136114829e-06,6.435321696343628e-06,8.199792095878748e-06,5.401495950916768e-06,6.596730884977128e-06,8.308989326454053e-06,5.369533347977837e-06,6.470413164574842e-06,8.457260462021343e-06,2.9543492115231457e-05,3.7029570038088076e-05,5.000118125397541e-05,1.363125859308878e-06,1.4232254149827618e-06,1.5046706077831692e-06,1.8422207827576282e-05,1.9360784845548917e-05,2.0638839993559252e-05,1.823662432157875e-06,1.9097652167621047e-06,2.0267018811549185e-06
1664,Thallium,"('water', 'ocean')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.568692969700435e-12,2.0897640140738388e-11,4.4410649769728154e-11,0.0,0.0,0.0,3.3462755467464516e-11,3.511192798011609e-11,3.734583544588246e-11,0.0,0.0,0.0
1665,Thallium,"('water', 'surface water')",emission,kilogram,biosphere3,3.803588497222784e-09,9.395119346533104e-09,1.064821793297751e-06,5.495623488095843e-09,1.2414636899433961e-08,1.0516437029174622e-06,3.131458041935717e-09,7.161910461628377e-09,1.0483970708047755e-06,3.478505122792791e-09,8.010962366423754e-09,1.0491762803833919e-06,2.396539530468253e-09,5.691787306624331e-09,1.0475366898979586e-06,1.9297682162096036e-09,4.618371102052138e-09,1.0474586518285574e-06,1.7531215414118996e-09,3.986035467710562e-09,1.0468503098615843e-06,1.1668738760708574e-06,1.1672168663813512e-06,1.1676850025717069e-06,1.162519231749e-06,1.162694355255408e-06,1.1629305825006283e-06,1.1629961104461026e-06,1.16319812309817e-06,1.1634727401616467e-06
1666,Thallium,"('water',)",emission,kilogram,biosphere3,5.898465267472195e-14,3.1822675030966074e-13,8.328172238140337e-13,1.8234087783625793e-10,3.5189594246203806e-10,7.963217092142676e-10,1.2738740522452236e-10,2.372382867426519e-10,5.743001978594588e-10,1.0727965707846929e-10,2.1819984977342203e-10,5.548144146893071e-10,1.104344773565626e-10,3.822496338396032e-10,1.1480325713389183e-09,1.0246884821381132e-10,3.647728548852752e-10,1.1496992920399982e-09,1.2958754498852728e-10,3.84871948158132e-10,1.138495590141536e-09,7.825133772920209e-13,8.199816441087297e-13,8.708134375651318e-13,8.459762703107144e-10,9.028233185026798e-10,9.779226077463403e-10,8.918338729700605e-10,9.491714252287493e-10,1.0250517965826072e-09
1667,"Thiocyanate, ion","('water', 'ocean')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.950720869260923e-12,3.013095066101288e-11,7.236722517535416e-11,0.0,0.0,0.0,6.208240733212814e-11,6.810231192271943e-11,7.669999288625224e-11,0.0,0.0,0.0
1668,Thorium-228,"('water', 'ground-')",emission,kilo Becquerel,biosphere3,3.951368985271372e-09,4.611768612467301e-09,6.2167846331622294e-09,7.218109944568257e-09,8.221269325563649e-09,1.2490927503488542e-08,6.841948858304019e-09,7.863484604737263e-09,1.282539781411188e-08,6.833113885953741e-09,7.888769879278217e-09,1.3424518555805153e-08,6.819922595459074e-09,7.969416607417233e-09,1.3664094379284407e-08,6.790501783571327e-09,7.910989475346506e-09,1.3515177535940623e-08,8.035625517797303e-09,9.30759983628032e-09,1.5542284219799325e-08,2.3058500919109647e-09,2.475130695180938e-09,2.713996158184874e-09,7.292889454131411e-09,8.117722952572488e-09,9.275463998092403e-09,6.67010574789139e-09,7.3746323204878875e-09,8.37776482860234e-09
1669,Thorium-228,"('water', 'ocean')",emission,kilo Becquerel,biosphere3,0.0006278031232667222,0.003888839097874182,0.014822135059335896,7.777625030768305e-05,0.0005827164505549603,0.002188119540508525,5.758779232846976e-05,0.0005445248028967519,0.0021406723604748055,5.705625743835652e-05,0.0005346011254416602,0.0021216688331407666,4.5753417768267436e-05,0.00043991465163145313,0.0017631656854051382,5.320161947250653e-05,0.0004575264913418614,0.001783454393432736,4.812334123469437e-05,0.00040952506535874976,0.001638491168778569,0.013629432012336917,0.01514859857074471,0.017343722523140436,0.001562356166215643,0.001735417266276915,0.001985400715343231,0.0017161023430748584,0.0019018465556169544,0.0021698932242191393
1670,Thorium-228,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,0.0013525753476589851,0.007905664585867672,0.029713689257118373,0.0012601420023799648,0.009586393231962306,0.03605689415931954,0.0009703277748252443,0.009363058885424713,0.036870384242468024,0.0009611037261680153,0.009191817915032695,0.036540522765090205,0.0008755562768210382,0.008631049256830973,0.034656889235435896,0.0010480262859137424,0.009007563470302212,0.035108617106150444,0.00094831647278566,0.008063130508131136,0.03225568483551577,0.027223708731437247,0.03023602994486964,0.034587358366226,0.030755714383243673,0.03416221385856065,0.03908280542579223,0.03378171405916704,0.03743784381071018,0.04271395858340343
1671,Thorium-230,"('water', 'surface water')",emission,kilo Becquerel,biosphere3,0.018243340367329802,0.04257729691288686,0.02820214779177813,0.012506221175491588,0.029123725579804232,0.01874048968687931,0.01013146950720243,0.023214146280274652,0.010442323135690532,0.010082248428972079,0.02298478980002558,0.009951079327028968,0.0035986896828762386,0.009277470627889736,0.010764099538842322,0.011908167378273897,0.027058217677689074,0.010373064580723368,0.013018630726661828,0.029178226430849045,0.009774676202238295,0.020798986530902133,0.02170269356069341,0.022936936790109268,0.006674753177578934,0.006935026205669239,0.0072863123040254486,0.007432362360407584,0.007736077400869171,0.008149003532463617
